clean_text,category,location,status,date,name,contact
black access id card,id_card,cc,lost,03/03/2025 17:09,Hira Dogar,3093952447
white hologram id card,id_card,library,lost,18/01/2024 15:31,Xeenia Qureshi,3153694463
blue faculty id card,id_card,hostel,found,16/11/2024 19:51,Naeem Dar,3438803566
blue photo id card,id_card,hostel,lost,31/01/2024 19:18,Gul Siddiqui,3251272293
grey magnetic id card,id_card,canteen,lost,08/12/2024 08:49,Kareem Mughal,3397459231
white laminated id card,id_card,canteen,lost,04/11/2024 16:09,Ifra Chattha,3004508044
brown visitor id card,id_card,ab1,found,04/08/2025 17:07,Imran Khan,3336364737
grey student id card,id_card,cc,lost,30/12/2024 21:32,Hira Malik,3353544984
grey photo id card,id_card,library,lost,22/05/2025 07:03,Aisha Sheikh,3300719471
brown departmental id card,id_card,mosque,lost,13/07/2024 11:05,Jawad Paracha,3429670172
black laminated id card,id_card,ab5,found,29/04/2024 22:40,Ertugrul Hashmi,3093903144
black photo id card,id_card,mosque,found,29/11/2025 07:19,Baber Gilani,3485646474
grey admin id card,id_card,garden,lost,29/03/2025 08:07,Sajid Dar,3370376844
white plastic id card,id_card,ab5,lost,01/12/2025 13:33,Huzaifa Niazi,3364807421
blue student id card,id_card,love garden,lost,22/11/2025 21:55,Umar Jafri,3288699814
white student id card,id_card,ab4,lost,25/04/2026 09:32,Hania Gilani,3499351499
brown laminated id card,id_card,hostel,found,16/05/2024 08:36,Junaid Rajput,3262467715
white departmental id card,id_card,mosque,lost,24/03/2025 09:57,Waqas Qureshi,3474656510
blue magnetic id card,id_card,cc,found,10/03/2024 08:19,Zubair Bhatti,3284950925
brown faculty id card,id_card,love garden,lost,21/05/2025 11:06,Rabia Pasha,3479861551
blue staff id card,id_card,ab1,lost,05/07/2024 17:30,Omaima Bhatti,3196404932
grey university id card,id_card,ab3,lost,16/05/2024 08:17,Zahid Bhatti,3412802096
grey faculty id card,id_card,ab3,found,21/08/2024 20:34,Sajid Ahmed,3407517468
brown institute id card,id_card,ab5,lost,14/01/2025 16:25,Fariha Gondal,3122325991
blue visitor id card,id_card,canteen,lost,22/04/2024 21:40,Xeenia Kashmiri,3224967869
grey plastic id card,id_card,ab2,found,10/09/2025 10:52,Noman Shah,3120892859
black admin id card,id_card,mosque,lost,27/11/2024 17:46,Nabeel Toor,3153445445
brown admin id card,id_card,ab4,found,09/02/2024 21:37,Tehmina Farooq,3216966402
grey library id card,id_card,hostel,lost,22/04/2025 22:14,Parveen Warraich,3435238666
grey visitor id card,id_card,parking,lost,15/03/2025 21:06,Bismah Bhatti,3068168070
white access id card,id_card,ab3,lost,01/01/2025 08:50,Maham Gondal,3188453117
blue admin id card,id_card,mosque,lost,16/09/2024 13:02,Erum Warraich,3048476020
black plastic id card,id_card,cc,lost,08/06/2024 22:09,Rabia Chaudhry,3277737935
black departmental id card,id_card,ab4,lost,05/12/2024 08:06,Humaira Tarar,3083028404
black visitor id card,id_card,canteen,lost,06/02/2024 16:43,Mehwish Qureshi,3199514000
white institute id card,id_card,love garden,found,02/10/2024 21:32,Tooba Gilani,3043486023
blue plastic id card,id_card,canteen,found,22/07/2025 19:45,Baber Iqbal,3395792049
brown staff id card,id_card,parking,found,01/11/2024 11:41,Mudassar Chaudhry,3029909438
white staff id card,id_card,ab1,lost,10/08/2025 10:14,Qasim Siddiqui,3464827485
grey departmental id card,id_card,canteen,lost,08/04/2026 20:58,Raheela Baig,3342052529
blue laminated id card,id_card,ab5,lost,02/01/2025 19:19,Ghulam Farooq,3054947917
white magnetic id card,id_card,cc,lost,10/12/2024 19:20,Uzma Hussain,3379420641
blue institute id card,id_card,love garden,found,04/09/2025 17:46,Liaqat Bhatti,3418281189
black university id card,id_card,love garden,lost,31/08/2024 11:59,Faisal Ali,3050421003
black hologram id card,id_card,ab3,lost,05/02/2024 18:07,Kareem Bhatti,3036223407
black staff id card,id_card,ab4,lost,01/04/2026 09:58,Ahmed Sheikh,3470065874
white photo id card,id_card,ab3,found,03/01/2025 10:16,Javaria Ali,3428990684
white admin id card,id_card,ab1,lost,26/08/2024 11:22,Noor Pasha,3051273015
brown access id card,id_card,love garden,lost,18/05/2024 13:53,Ibrahim Chaudhry,3024749800
black student id card,id_card,canteen,lost,25/11/2025 08:41,Mariam Chaudhry,3211935269
grey laminated id card,id_card,parking,lost,06/01/2024 17:35,Xeenia Chattha,3216605035
grey hologram id card,id_card,ab4,lost,30/05/2024 07:51,Akram Siddiqui,3346793272
white library id card,id_card,love garden,found,24/09/2024 21:00,Rizwan Khawaja,3341193972
blue departmental id card,id_card,ab2,lost,14/04/2026 09:31,Tabassum Baig,3081656500
brown hologram id card,id_card,ab4,found,14/12/2024 15:21,Waheed Farooq,3304926680
black institute id card,id_card,ab4,lost,12/09/2025 18:06,Zahid Bhatti,3271378234
blue access id card,id_card,ab2,found,20/01/2024 18:16,Obaid Malik,3350107550
blue library id card,id_card,canteen,lost,13/12/2024 09:39,Vaneeza Chaudhry,3458120723
white visitor id card,id_card,canteen,lost,09/10/2024 08:15,Bushra Siddiqui,3061374882
white faculty id card,id_card,canteen,lost,14/03/2024 19:19,Amna Warraich,3327067533
white android Tecno phone,phone,cc,lost,08/12/2024 22:58,Rabia Lodhi,3462460972
brown touchscreen Vivo phone,phone,parking,lost,23/01/2026 22:51,Gul Toor,3411542014
white android Infinix phone,phone,garden,lost,13/12/2024 13:09,Komal Farooq,3423863540
black android Tecno phone,phone,hostel,lost,14/04/2025 08:28,Noor Sheikh,3018524730
brown android Vivo phone,phone,love garden,lost,19/07/2025 20:42,Sobia Toor,3197202559
grey dual-sim Samsung phone,phone,parking,lost,29/11/2025 23:21,Sobia Abbasi,3314670758
brown android Samsung phone,phone,garden,lost,18/11/2024 13:47,Tehmina Ali,3221485275
white touchscreen Vivo phone,phone,ab2,found,01/03/2025 08:52,Tooba Jafri,3196518197
blue android Vivo phone,phone,love garden,lost,09/01/2024 23:19,Mudassar Gilani,3200941086
brown cracked Vivo phone,phone,ab3,found,17/02/2024 22:53,Parveen Siddiqui,3313288216
black slim Realme phone,phone,ab4,lost,11/10/2025 10:27,Sara Jafri,3045184673
grey slim Samsung phone,phone,canteen,lost,25/05/2024 07:25,Farhan Dar,3476952552
black android Xiaomi phone,phone,ab3,lost,07/12/2025 22:23,Ayesha Ali,3321356697
blue android Xiaomi phone,phone,ab1,found,13/04/2025 20:00,Erum Malik,3490812767
brown android Xiaomi phone,phone,ab2,found,28/11/2024 14:55,Zahid Hashmi,3344210661
blue android Samsung phone,phone,love garden,found,15/04/2026 23:56,Omar Butt,3329462854
white android Vivo phone,phone,ab3,found,23/07/2025 23:27,Ifra Shah,3263792659
brown android Infinix phone,phone,mosque,lost,19/06/2025 12:31,Mehwish Rajput,3385921794
white dual-sim Realme phone,phone,mosque,lost,09/03/2025 15:14,Iqra Gilani,3498916569
grey android Tecno phone,phone,mosque,lost,14/01/2025 17:03,Adnan Mirza,3340970946
white slim Samsung phone,phone,ab1,lost,23/11/2024 17:06,Umar Dar,3452185928
blue cracked Vivo phone,phone,ab5,found,05/07/2024 14:49,Omaima Malik,3072793000
brown slim Vivo phone,phone,love garden,found,09/04/2024 07:35,Mohsin Paracha,3144223948
black dual-sim Vivo phone,phone,hostel,found,26/10/2024 14:20,Qasim Khan,3120390262
white slim Realme phone,phone,ab5,lost,02/04/2025 10:12,Bismah Toor,3013496219
brown android Huawei phone,phone,canteen,found,09/03/2024 19:47,Siraj Hussain,3174659516
brown cracked Samsung phone,phone,garden,found,23/01/2024 21:52,Mehwish Jafri,3174579192
brown dual-sim OPPO phone,phone,ab1,lost,08/01/2026 15:53,Rauf Abbasi,3077417822
black android Vivo phone,phone,mosque,lost,18/11/2024 18:53,Huzaifa Ahmed,3063152364
black cracked Samsung phone,phone,ab1,found,09/09/2025 10:18,Mohsin Gondal,3056257276
brown android Tecno phone,phone,canteen,lost,30/09/2025 23:13,Liaqat Toor,3265592334
grey android Infinix phone,phone,cc,lost,16/01/2025 09:09,Mehwish Mirza,3007876628
black slim Vivo phone,phone,ab2,found,17/04/2024 13:27,Hassan Dogar,3246987225
grey touchscreen Vivo phone,phone,mosque,lost,26/11/2024 09:17,Javed Ahmed,3275683577
blue slim Realme phone,phone,cc,found,13/05/2024 18:42,Waheed Butt,3097911412
blue slim Samsung phone,phone,cc,lost,24/04/2025 20:40,Mudassir Toor,3417011666
black cracked Vivo phone,phone,parking,lost,08/07/2024 14:52,Waheed Qureshi,3439860561
blue dual-sim Vivo phone,phone,ab2,found,07/09/2024 07:58,Bilawal Memon,3151108928
blue cracked Samsung phone,phone,canteen,lost,06/04/2024 11:17,Asad Chaudhry,3033270429
black touchscreen Vivo phone,phone,ab4,lost,28/05/2024 21:01,Yumna Farooq,3178634679
grey slim Vivo phone,phone,parking,lost,05/09/2024 10:08,Rimsha Chattha,3021858941
blue android Tecno phone,phone,library,lost,02/10/2024 21:28,Tooba Butt,3352215818
white android Xiaomi phone,phone,ab3,found,04/08/2024 11:12,Babar Sheikh,3403970324
brown dual-sim Vivo phone,phone,canteen,found,18/01/2024 10:50,Owais Mirza,3252881972
black slim OPPO phone,phone,hostel,lost,19/07/2024 08:41,Zara Gondal,3041304357
grey dual-sim Vivo phone,phone,ab3,lost,12/03/2024 10:51,Ghazala Chattha,3394181575
grey dual-sim Infinix phone,phone,mosque,lost,25/09/2024 18:50,Siraj Memon,3425278879
white dual-sim Vivo phone,phone,ab2,lost,24/05/2024 17:56,Mehwish Ali,3421156174
grey android Xiaomi phone,phone,love garden,found,21/01/2026 10:12,Mehwish Farooq,3061112148
grey dual-sim OPPO phone,phone,ab4,lost,13/01/2025 10:00,Aleena Memon,3182351325
brown android Nokia phone,phone,hostel,lost,03/05/2025 19:21,Iqra Saeed,3376269269
grey cracked Samsung phone,phone,cc,lost,04/05/2024 10:34,Alina Raza,3338818744
brown dual-sim Realme phone,phone,garden,found,23/11/2025 09:39,Ghazala Dogar,3229681692
blue dual-sim Samsung phone,phone,ab1,found,28/02/2024 14:36,Akram Tarar,3039427886
grey android Huawei phone,phone,cc,lost,18/03/2026 09:00,Obaid Ali,3058637052
grey android OPPO phone,phone,ab4,lost,13/10/2025 13:56,Hafsa Iqbal,3296565941
blue slim OPPO phone,phone,hostel,lost,12/03/2025 08:21,Junaid Mirza,3080213794
black android Samsung phone,phone,mosque,found,17/11/2025 13:30,Javeria Farooq,3139554172
grey android Nokia phone,phone,ab4,found,06/04/2026 18:43,Liaqat Niazi,3245068434
white android OPPO phone,phone,mosque,lost,13/03/2025 17:38,Yumna Butt,3220293171
white android Huawei phone,phone,ab1,found,07/03/2026 16:12,Irfan Iqbal,3451781017
blue dual-sim Infinix phone,phone,ab1,lost,25/06/2024 12:11,Zubair Pasha,3269833599
black android Nokia phone,phone,ab3,lost,04/01/2025 12:20,Kareem Toor,3353492896
brown android OPPO phone,phone,ab3,lost,24/11/2024 17:05,Tabassum Mirza,3191242966
brown slim Realme phone,phone,ab1,lost,13/02/2026 09:00,Kareem Baig,3215263970
white wired earbuds,earbuds,ab4,found,03/09/2025 10:35,Tehmina Sheikh,3066310240
brown wired earbuds,earbuds,canteen,found,11/09/2025 12:15,Kamran Chattha,3312319243
grey compact earbuds,earbuds,garden,lost,16/07/2024 13:54,Mariam Memon,3177830171
brown over-ear earbuds,earbuds,ab2,lost,24/08/2024 14:22,Sara Jafri,3268646427
white in-ear earbuds,earbuds,cc,found,07/12/2025 18:56,Noman Ansari,3495161733
white compact earbuds,earbuds,cc,lost,10/12/2024 12:52,Mohsin Rajput,3340333565
black neckband earbuds,earbuds,ab1,lost,14/07/2024 14:53,Daniyal Farooq,3024889870
brown noise-cancelling earbuds,earbuds,canteen,lost,02/08/2025 13:12,Vaqas Dogar,3371081777
grey noise-cancelling earbuds,earbuds,garden,lost,21/01/2025 07:08,Iqra Mughal,3064716083
blue sport earbuds,earbuds,library,found,10/12/2024 14:55,Zubair Bhatti,3339029925
blue wired earbuds,earbuds,mosque,lost,06/12/2024 18:52,Zahid Sheikh,3264131868
blue neckband earbuds,earbuds,garden,lost,15/02/2026 12:04,Tooba Mughal,3036837981
white neckband earbuds,earbuds,love garden,found,15/02/2026 10:38,Qurat Ansari,3402334394
black wireless earbuds,earbuds,ab2,lost,18/10/2025 17:05,Mehwish Gondal,3457831520
blue true wireless earbuds,earbuds,parking,lost,09/07/2024 10:44,Tooba Dogar,3076905162
blue bluetooth earbuds,earbuds,cc,found,16/03/2024 10:18,Omar Raza,3342786240
black compact earbuds,earbuds,ab5,found,04/05/2025 13:35,Naeem Lodhi,3475473243
blue over-ear earbuds,earbuds,ab4,lost,12/12/2025 10:36,Dua Dogar,3325168685
grey wireless earbuds,earbuds,ab2,lost,27/01/2024 07:23,Talha Rajput,3276540146
blue open-ear earbuds,earbuds,ab1,lost,10/11/2024 16:23,Obaid Warraich,3247115297
grey true wireless earbuds,earbuds,ab3,lost,04/10/2024 17:13,Aisha Pasha,3369821515
grey bluetooth earbuds,earbuds,love garden,found,19/06/2024 20:21,Qasim Rajput,3017045055
brown open-ear earbuds,earbuds,cc,lost,22/08/2024 08:28,Qurrat Gilani,3079262484
grey in-ear earbuds,earbuds,hostel,lost,13/02/2026 20:14,Noor Pasha,3273493326
black sport earbuds,earbuds,love garden,lost,17/04/2025 21:24,Raheela Ali,3154864203
black true wireless earbuds,earbuds,ab5,lost,06/04/2024 07:06,Sobia Pasha,3283119865
white over-ear earbuds,earbuds,love garden,lost,22/01/2025 09:31,Bismah Chattha,3221402821
white bluetooth earbuds,earbuds,ab1,lost,16/10/2025 14:33,Dua Farooq,3090890510
white foldable earbuds,earbuds,ab4,lost,09/06/2025 23:21,Nabeel Khawaja,3118974733
blue wireless earbuds,earbuds,ab1,found,13/04/2025 20:29,Naila Sheikh,3325343464
blue foldable earbuds,earbuds,canteen,lost,02/02/2024 10:19,Kamran Raza,3127416291
grey wired earbuds,earbuds,library,lost,24/11/2025 14:52,Laiba Cheema,3153278410
black in-ear earbuds,earbuds,cc,lost,20/12/2025 23:58,Samina Sheikh,3225211551
blue noise-cancelling earbuds,earbuds,ab5,lost,30/10/2024 21:50,Maham Raza,3488247762
brown bluetooth earbuds,earbuds,garden,lost,27/02/2025 08:11,Farhan Paracha,3151417417
white sport earbuds,earbuds,ab5,found,14/09/2025 17:03,Sobia Kashmiri,3490141244
brown true wireless earbuds,earbuds,garden,lost,12/09/2024 15:34,Ifra Raza,3112348442
brown compact earbuds,earbuds,ab5,lost,20/12/2024 21:13,Danyal Ahmed,3148809131
black noise-cancelling earbuds,earbuds,hostel,found,28/02/2026 22:15,Fariha Mirza,3071627554
white open-ear earbuds,earbuds,hostel,lost,04/08/2025 10:52,Rizwan Ali,3390960862
brown sport earbuds,earbuds,parking,lost,10/09/2025 19:29,Naeem Jafri,3472832006
grey foldable earbuds,earbuds,hostel,found,27/02/2026 10:36,Sadaf Lodhi,3095208207
black foldable earbuds,earbuds,garden,found,14/09/2025 15:24,Javaria Siddiqui,3340724073
blue compact earbuds,earbuds,mosque,lost,20/06/2025 12:39,Irfan Paracha,3460632904
brown neckband earbuds,earbuds,ab3,found,19/04/2026 11:45,Haider Dar,3004617034
brown in-ear earbuds,earbuds,ab3,lost,27/04/2024 15:09,Areeba Farooq,3332661266
grey sport earbuds,earbuds,mosque,found,12/07/2024 08:11,Tabassum Kashmiri,3294398192
black open-ear earbuds,earbuds,library,lost,09/02/2024 21:46,Lubna Pasha,3301302455
black bluetooth earbuds,earbuds,parking,lost,25/02/2024 10:53,Naeem Cheema,3071738328
black over-ear earbuds,earbuds,ab4,lost,20/08/2024 23:06,Aisha Baig,3472461690
black wired earbuds,earbuds,garden,found,14/01/2024 18:05,Hassan Ahmed,3317150965
grey over-ear earbuds,earbuds,library,lost,25/03/2024 22:02,Hania Shah,3419103312
grey neckband earbuds,earbuds,cc,lost,31/01/2026 11:06,Zain Raza,3091652522
white true wireless earbuds,earbuds,parking,found,17/04/2026 22:25,Usman Tarar,3130053672
brown foldable earbuds,earbuds,love garden,lost,01/03/2024 14:40,Komal Jafri,3038901632
grey open-ear earbuds,earbuds,canteen,found,29/05/2025 10:33,Usman Mirza,3036556904
white noise-cancelling earbuds,earbuds,library,found,26/08/2024 14:23,Uzma Dogar,3270922663
blue in-ear earbuds,earbuds,cc,found,12/03/2026 17:59,Omar Paracha,3068030815
brown wireless earbuds,earbuds,ab1,lost,21/12/2025 21:40,Saad Jafri,3317976801
white wireless earbuds,earbuds,hostel,lost,06/03/2024 18:17,Uzair Paracha,3049478028
grey money clip wallet,wallet,ab5,lost,27/08/2025 15:05,Humaira Butt,3193216226
black zipped wallet,wallet,canteen,lost,11/05/2025 23:54,Mudassir Tarar,3485089993
white chain wallet,wallet,canteen,found,15/08/2025 21:50,Wajeeha Iqbal,3043080825
grey zip-around wallet,wallet,canteen,lost,23/01/2026 22:22,Ayesha Khan,3405766170
blue minimalist wallet,wallet,cc,lost,24/03/2024 16:24,Zain Saeed,3143049824
black coin wallet,wallet,hostel,lost,07/10/2024 18:21,Baber Dogar,3019129458
grey synthetic wallet,wallet,garden,lost,08/08/2024 14:40,Farrukh Gondal,3119347854
brown travel wallet,wallet,love garden,found,16/06/2024 20:42,Jawad Rajput,3061392019
blue coin wallet,wallet,canteen,lost,28/04/2024 09:55,Daud Abbasi,3497379220
blue travel wallet,wallet,garden,lost,19/11/2025 19:06,Javeria Gondal,3119513147
grey clip wallet,wallet,love garden,found,05/03/2024 19:37,Owais Mirza,3352270530
blue slim wallet,wallet,ab5,found,23/12/2024 09:22,Zainab Dogar,3477534716
black travel wallet,wallet,ab2,lost,04/05/2025 20:19,Majid Baig,3491614144
blue zip-around wallet,wallet,ab4,lost,16/03/2024 21:39,Rauf Ali,3148810602
blue card wallet,wallet,hostel,lost,19/04/2026 18:52,Liaqat Mirza,3136015615
black zip-around wallet,wallet,canteen,found,08/04/2026 19:37,Rizwan Kashmiri,3409311149
blue chain wallet,wallet,ab5,lost,20/01/2026 21:32,Usman Bhatti,3287358920
black leather wallet,wallet,ab1,lost,30/12/2024 17:15,Ume Raza,3367795835
blue leather wallet,wallet,ab4,found,16/01/2025 13:33,Samina Toor,3280583862
brown synthetic wallet,wallet,ab3,found,27/09/2025 20:49,Qurat Tarar,3001183588
black slim wallet,wallet,ab2,found,02/05/2024 15:22,Daniyal Toor,3124431753
white travel wallet,wallet,library,lost,21/05/2024 07:59,Hania Jafri,3032592959
blue synthetic wallet,wallet,hostel,lost,11/10/2024 11:41,Hira Mirza,3458442456
grey card wallet,wallet,library,lost,07/12/2025 11:57,Hania Pasha,3471491998
brown zip-around wallet,wallet,ab3,lost,02/07/2024 20:06,Palwasha Baig,3134350048
grey bifold wallet,wallet,ab2,found,24/01/2024 14:04,Samina Warraich,3363678718
black money clip wallet,wallet,love garden,lost,07/04/2026 23:42,Ifra Butt,3066825571
black long wallet,wallet,library,found,25/12/2024 08:53,Alina Farooq,3106824725
white synthetic wallet,wallet,ab2,lost,18/03/2026 16:38,Laiba Kashmiri,3114777747
white minimalist wallet,wallet,love garden,found,25/03/2026 10:44,Sobia Warraich,3047334740
grey chain wallet,wallet,garden,lost,19/12/2025 21:36,Kinza Pasha,3131919697
black bifold wallet,wallet,ab2,lost,02/01/2024 17:13,Mehwish Ansari,3482541322
blue bifold wallet,wallet,parking,found,05/09/2025 23:55,Xeenia Mughal,3467457781
grey coin wallet,wallet,ab3,lost,05/07/2024 13:02,Sara Khawaja,3088778897
white leather wallet,wallet,ab1,lost,11/06/2024 09:55,Siraj Jafri,3079212639
blue trifold wallet,wallet,library,lost,25/04/2025 08:45,Uzair Raza,3469648196
blue money clip wallet,wallet,ab3,lost,17/11/2025 12:29,Huzaifa Dar,3279323803
brown trifold wallet,wallet,garden,lost,26/04/2026 20:07,Vaneeza Dogar,3022867688
black synthetic wallet,wallet,mosque,lost,21/02/2026 21:41,Sobia Pasha,3064555467
brown money clip wallet,wallet,hostel,lost,14/04/2026 18:20,Kareem Saeed,3217235848
blue zipped wallet,wallet,cc,lost,22/08/2025 16:51,Ahmed Jafri,3326740489
brown zipped wallet,wallet,library,found,02/07/2025 20:59,Saad Ali,3287677625
white card wallet,wallet,cc,lost,15/01/2024 14:39,Parveen Hussain,3088073110
black trifold wallet,wallet,cc,lost,30/10/2024 10:13,Javeria Khawaja,3048435215
brown leather wallet,wallet,mosque,lost,06/03/2025 14:57,Siraj Mughal,3032000248
